QueryName,WeeklySales_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SourceData,SalesView_Updated2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Server,Abacus_Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,21.31.312.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config Mode,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Date,January 1st 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Time,4:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,XXRP-SYSTEMEXTRACT-ADMIN-20200101-WEEKLYSALES_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Store,Cat,Ref1,06/01/2020 00:00,13/01/2020 00:00,20/01/2020 00:00,27/01/2020 00:00,03/02/2020 00:00,10/02/2020 00:00,17/02/2020 00:00,24/02/2020 00:00,03/03/2020 00:00,10/03/2020 00:00,17/03/2020 00:00,24/03/2020 00:00,31/03/2020 00:00,07/04/2020 00:00,14/04/2020 00:00,21/04/2020 00:00,28/04/2020 00:00,05/05/2020 00:00,12/05/2020 00:00,19/05/2020 00:00,26/05/2020 00:00,02/06/2020 00:00,09/06/2020 00:00,16/06/2020 00:00,23/06/2020 00:00,30/06/2020 00:00,07/07/2020 00:00,14/07/2020 00:00,21/07/2020 00:00,28/07/2020 00:00,04/08/2020 00:00,11/08/2020 00:00,18/08/2020 00:00,25/08/2020 00:00,01/09/2020 00:00,08/09/2020 00:00,15/09/2020 00:00,22/09/2020 00:00,29/09/2020 00:00,06/10/2020 00:00,13/10/2020 00:00,20/10/2020 00:00,27/10/2020 00:00,03/11/2020 00:00,10/11/2020 00:00,17/11/2020 00:00,24/11/2020 00:00,01/12/2020 00:00,08/12/2020 00:00,15/12/2020 00:00,22/12/2020 00:00,29/12/2020 00:00,05/01/2021 00:00,12/01/2021 00:00,19/01/2021 00:00,26/01/2021 00:00,02/02/2021 00:00,09/02/2021 00:00,16/02/2021 00:00,23/02/2021 00:00,02/03/2021 00:00,09/03/2021 00:00,16/03/2021 00:00,23/03/2021 00:00,30/03/2021 00:00,06/04/2021 00:00,13/04/2021 00:00,20/04/2021 00:00,27/04/2021 00:00,04/05/2021 00:00,11/05/2021 00:00,18/05/2021 00:00,25/05/2021 00:00,01/06/2021 00:00,08/06/2021 00:00,15/06/2021 00:00,22/06/2021 00:00,29/06/2021 00:00,06/07/2021 00:00,13/07/2021 00:00,20/07/2021 00:00,27/07/2021 00:00,03/08/2021 00:00,10/08/2021 00:00,17/08/2021 00:00,24/08/2021 00:00,31/08/2021 00:00,07/09/2021 00:00,14/09/2021 00:00,21/09/2021 00:00,28/09/2021 00:00,05/10/2021 00:00,12/10/2021 00:00,19/10/2021 00:00,26/10/2021 00:00,02/11/2021 00:00,09/11/2021 00:00,16/11/2021 00:00,23/11/2021 00:00,30/11/2021 00:00,07/12/2021 00:00,14/12/2021 00:00,21/12/2021 00:00,28/12/2021 00:00,04/01/2022 00:00,11/01/2022 00:00,18/01/2022 00:00,25/01/2022 00:00,01/02/2022 00:00,08/02/2022 00:00,15/02/2022 00:00,22/02/2022 00:00,01/03/2022 00:00,08/03/2022 00:00,15/03/2022 00:00,22/03/2022 00:00,29/03/2022 00:00,05/04/2022 00:00,12/04/2022 00:00,19/04/2022 00:00,26/04/2022 00:00,03/05/2022 00:00,10/05/2022 00:00,17/05/2022 00:00,24/05/2022 00:00,31/05/2022 00:00,07/06/2022 00:00,14/06/2022 00:00,21/06/2022 00:00,28/06/2022 00:00,05/07/2022 00:00,12/07/2022 00:00,19/07/2022 00:00,26/07/2022 00:00,02/08/2022 00:00,09/08/2022 00:00,16/08/2022 00:00,23/08/2022 00:00,30/08/2022 00:00,06/09/2022 00:00,13/09/2022 00:00,20/09/2022 00:00,27/09/2022 00:00,04/10/2022 00:00,11/10/2022 00:00,18/10/2022 00:00,25/10/2022 00:00,01/11/2022 00:00,08/11/2022 00:00,15/11/2022 00:00,22/11/2022 00:00,29/11/2022 00:00,06/12/2022 00:00,13/12/2022 00:00,20/12/2022 00:00,27/12/2022 00:00
,2,2,22XXRP,74661.16,65487.46,70853.58,64963.9,68428.64,66622.03,64307.01,59770.18,68286.2,64295.22,65172.2,66471.86,65054.02,68976.37,62666.91,69699.5,68750.86,68994.35,72603.29,69633.65,68587.69,72107.47,66045.13,69430.49,66465.49,67829.52,69920.91,69947,69472.79,69300.7,70081.13,65663.65,64649.52,65789.27,66423.44,64252.04,63597.23,62810.47,63125.76,64267.74,62367.28,65120.69,66864.2,62758.12,66513.13,74559.82,91738.44,55375.52,62974.44,56606.3,62126.32,59940.76,60069.23,70619.64,69487.17,65829.84,70042.14,67898.82,64567.4,60715.5,65018.79,61878.07,62959.75,64738.13,62751.61,63235.76,62941.61,61960.83,64755.07,65848.98,66831.49,66648.26,61507.28,64838.42,64206.49,63850.33,64188.7,62022.55,67755.05,66849.04,67360.35,69418.62,66006.89,60703.72,59135.08,61107.02,61698.6,64978.04,62476.91,60669.07,59276.11,65483.49,61463.38,61442.83,64808.41,60333.21,66160.47,73364.19,93511.03,57846.27,64877.05,62505.79,61438.15,58151.34,71322.01,69165.6,70027.01,66451.66,70768.55,66870.9,68851.41,63447.81,63778.8,70382.23,61390.48,67363.12,61562.95,67046.93,61750.11,63948.19,66419.23,64912.65,70841.55,66904.1,68915.17,66611.66,70409.25,65225.27,65537.3,66605.41,69431.69,67146.39,68857.79,68175.69,72899.98,66273.96,63984.36,66350.75,61500.04,67497.08,59664.89,64137.69,62475.44,63598.86442,67503.59436,75310.61802,88060.74946,74408.98249,84177.68627,89449.61166,112670.5897,67790.27868,58759.13535,47685.83074,50129.0766,41916.98037
,2,3,23XXRP,16873.2,13821.01,14607.28,15635.95,14895.96,13061.56,10394.28,12406.44,13404.23,12873.09,11547.5,11862.26,11867.75,12060.55,10855.62,11486.91,9264.33,11859.68,12166.23,10593.34,10615.94,11663.03,13839.77,21138.74,25107.25,34165.46,41201.05,44340.16,67235.4,66752.04,27296.57,16018.45,14566.42,12302.36,12390.87,14480.96,11490.78,11462.89,11236.1,12098.73,11819.73,11233.22,15224.16,15463.76,16072.07,18194.58,21725.62,8846.2,14936.37,12698.84,17268.17,13959.9,12058.12,12593.04,11999.17,11936.79,12597.45,11247.41,9122.49,10075.46,10844.24,11858.62,11079.28,11080.5,10716.84,12299.04,11231.21,10788,10729.48,11452.62,10424.01,10714.53,10950.77,10217.77,11795.66,20035.43,26963.83,31299.26,41720.49,49828.06,68674.69,62742.35,28003.45,15159.24,13413.93,12265.92,12315.2,13716.81,12920.6,11464.09,10871.46,11071.88,11931.19,11235.57,12113.22,15569.24,16138.7,18683.18,21480.34,11918.71,15893.39,15678.49,17817.46,15066.45,14335.61,15069.79,15257.84,13625.47,13030.26,12444.21,10209.02,9597.16,11410.07,11303,10047.71,11178.49,10419.11,11844.62,11867.42,10591.94,10441.51,10794.48,11372.41,11664.56,10858.12,10099.07,12846.88,20595.14,26353.05,27903.18,36066,40642.61,50717.3,66388.36,59695.45,23422,15121.83,12237.04,12693.54,12011.64,10833.86,11239.25,10731.67,21698.89437,21161.25814,20662.36984,19710.78621,12200.98348,8984.476027,4471.983242,0,0,0,0,0,0
,2,4,24XXRP,47681.96,44197.95,46131.14,42126.71,46937.81,42489.21,44622.56,41455.34,47951.76,45280.89,43463.55,43703.76,42829.7,47486.4,43466.84,45303.34,49046.81,49732.37,45485.63,46855.87,43272.19,49043.02,47787.07,46002.41,44645.34,45238.73,49676.14,46682.77,50224.42,45934.74,48202.94,45649,43583.12,43343.92,44705.44,45818.11,44807.3,42886.13,44921.82,47784.77,46147.8,51524.46,60904.49,45630.41,48045.66,50651.28,62586.93,46856.39,46972.35,44945.65,45875.56,43907.78,46231.68,50238.23,45097.36,43477.94,46965.84,44569.04,43150.07,40662.41,42467.97,42165,40774.05,43827.02,42103.64,43952.85,41947.23,41425.37,44543.25,46983.09,43837.33,43157.75,41438.81,46307.86,44431.5,41935.9,42379.14,42761.1,46332.58,45898.36,48759.46,44929.7,43831.31,43054.31,42110.79,41290.33,42514.19,45904.51,41842.76,41549.8,41105.97,45378.96,44380.53,47936.9,60792.11,44295.08,44697.01,47834.96,59678.11,45254.3,49377.61,43649.89,43199.76,40933.71,45476.69,46926.71,44344.22,42748.2,45833.82,45363.57,44531.12,42582.69,42958.64,48565.55,45239.6,45655.92,42459.29,46298.93,44349.31,46008.96,47627.29,47662.59,48621.95,44776.31,45355.82,46315.63,51526.65,44568.55,45996.72,43538.73,48595.26,46654.19,47210.3,46393.79,48887.63,46049.92,42250.04,43268.67,42846.96,47631.56,43076.52,43727.01,46098.84,44466.31147,47187.50987,52480.16449,61488.41262,52436.19862,59506.03134,63649.08241,80105.04019,48480.06637,42273.21471,34474.39366,36390.69326,30469.01004
,2,5,25XXRP,34025.45,37978.19,31620.12,26394.97,28609.08,35103.72,33232.94,51778.35,41053.17,28514.81,20090.55,31805.87,29088.16,27408.86,21447.79,19852.04,23033.98,29784.34,28096.78,26323.42,26773.43,25343.84,25088.27,22070.82,22236.84,24542.81,24316.97,19453.79,22920.64,20008.17,23507.43,21516.68,21767.57,23831.77,29935.83,27101.46,25431.82,24888.57,25038.28,26202.38,34141.84,34318.05,102750.26,48750.32,76143.28,90724.19,150343.42,38706.43,25042.94,21445.52,24014.1,27754.2,38762.47,40400.46,35418.87,31959.91,35432.41,28332.99,26901.54,26443.53,31811.68,28905.88,26829.78,29179.9,21277.66,21543.95,19321.39,17777.31,21387.42,21997.1,25711.63,25785.19,23619.99,21354.28,19500.87,21756.13,21350.63,19561.58,24415.55,20501.22,19877.34,19545.59,20155.06,20122.27,22894.86,23579.5,23170.82,29890.6,25263.69,37684.18,33234.62,37783.35,42089.25,33040.97,102614.71,34868.24,51509.07,65588.98,106536.9,39314.47,24429.4,21581.64,24258.35,25254.46,35533.52,39231.34,52735.59,34626.9,32307.69,28448.89,32855.76,23991.99,23440.64,29379.66,23202.76,19918.98,16528.64,20351.43,19210.13,19415.92,20657.98,18540.63,27297.35,26047.39,24467.72,22011.26,20850.59,20668.27,19608,17403.45,18214.94,21574.47,20644.15,28013.73,25320.02,18819.51,22075.36,26693.63,31205.06,29039.55,28203.54,27097.6,30891.9,28443.31337,31658.3018,36886.94387,44966.7228,39245.28817,46193.34561,50897.95444,65813.79741,40369.1267,35998.88173,29787.6234,32531.19669,27779.59441
,2,6,26XXRP,7472.24,12491.16,10592.63,8273.51,6068.64,8030.58,6365.82,7594.56,6375.83,5978.04,5984.9,6293.49,6215.07,12981.17,11850.07,8331.46,9378.9,11352.12,10125.25,7275.86,7898.58,7216.63,8004.37,6375.45,8370.9,5050.13,8095.68,7453.02,5654.59,4855.07,5343.92,6567.2,7218.06,7809.65,6989.57,5869.56,4802.92,6058.8,5520.87,6094.83,5171.68,7668.48,27228,7397.88,11660.79,22968.91,42885.88,7570.19,2969.62,3481.18,4562.65,2995.8,5758.5,4841.18,8158.21,5827.75,8339.2,7108.21,6379.76,5086.36,6312.02,6322.48,5048.72,7287.96,5138.55,7046.4,8296.14,4742.86,7862.77,6485.78,6808.89,6968.89,5908.48,6078.89,5876.01,4818.73,4393.13,5036.44,4509.9,3353.52,3791.28,4230.17,5331.25,5082.27,4381.1,3995.48,3725.45,5234.84,5904.4,7434.31,4765.93,5323.9,4351.43,4374.24,21410.28,7411,10249.8,10377.16,22902.42,9467.77,3468.68,2705.52,3471.01,5038.36,5239.88,5301.57,6707.71,5014.34,4330.77,5163.51,5449.41,3521.51,3186.37,4546.61,5379.77,4898.1,3515.14,4512.07,5663.61,7974.1,6241.53,5385.61,4731.09,5635.87,4125.62,4644.03,6004.84,3807.46,4656.31,3425.84,4460.42,3394.06,4601.36,3514.91,5204.33,4129.51,5524.04,6288.61,5130.01,4503.69,4864.11,6601.5,5253.54,5303.460105,5889.887444,6691.52922,8072.015454,7191.102666,8364.975391,9270.231425,11919.17635,7383.96089,6484.775769,5392.039382,5691.563476,4830.996833
,2,7,27XXRP,28512.95,29067.99,31003.4,24275.91,29442.87,27494.27,33700.33,25149.21,40111.71,32545.6,29678.87,26686.75,29456.07,36761.04,31054.88,40359.64,51582.43,62903.1,41691.53,41165.84,41086.78,34611.91,34549.92,28685.54,30319.88,25195.42,29730.29,27061.98,29596.98,25264.69,27545.9,30132.5,26473.56,26189.63,27350.84,28039.79,26440.36,26656.18,27622.15,28729.55,42628.64,53218.32,140648.34,94720.59,140504.01,167617.55,264837.42,37464.04,22101.64,16796.38,21683.09,19681.82,22120.83,28913.34,33235.49,31330.01,30314.48,26636.69,36391.92,28571.64,27458.9,30127.42,29259.78,36955.68,31594.23,27586.97,31771.61,29980.1,35636.31,56592.98,48319.84,40861.1,33210.32,39615.78,31485.13,28481.88,25548.72,24296.94,25814.41,26449.07,22054.58,22683.49,25244.28,25256.58,23412.76,23498.8,23724.17,25582.86,27161.4,49488.55,41236.08,52930.19,50781.91,53880.94,125080.78,75221.22,105859.41,138188.63,214118.51,56063.19,19058.99,17919.42,19496.87,18248.43,22087.93,31318.06,27611.91,26766.88,29143.18,27863.43,31696.46,27478.65,32676.16,44709.09,33272.51,29118.14,30778.46,38179.14,40999.93,41954.87,49836.42,56434.48,45828.75,39037.84,37024.98,41946.63,42776.06,31459.95,30088.37,28162.44,27606.23,28129.31,26030.66,26622.8,23292.25,27534.81,33616.53,43132.5,39330.13,34141.39,35288.99,37468.15,37302.54,33423.20316,36432.62778,41587.13642,50977.30717,45391.25976,53282.33705,58676.78972,76180.08396,46898.01214,41711.0426,34350.8352,36546.33979,30176.57488
,2,8,28XXRP,69634.8,63393.29,66589.27,61875.48,67041.18,63800.16,60353.6,55825.44,63316.38,57612.62,56653.63,59203.94,57540.12,61640.34,58091.71,59977,60202.35,61463.29,61110.56,57122.14,57049.63,61018.69,57010.13,57622.55,55654.91,57499.29,58947.32,52832.4,53779.81,52400.46,58793.43,56459.59,55673.16,54894.49,58821.79,59685.25,56514.9,56132,57667.62,63248.62,58246.78,61775.39,61973.18,58172.84,59998.16,65005.26,74917.03,56660.17,60626.1,57356.16,60375.69,59611.03,61456.28,64270.54,59644.84,57192.25,61222.4,57030.11,56264.95,51712.58,57518.97,56757.01,53845.47,56457.56,54000.05,58734.39,54463.47,56896.87,60066.88,60911.56,58382.4,58372.71,56254.65,58253.08,55797.41,53335.72,52197.62,54339.28,56995.96,52087.46,52018.66,53115.76,55692.84,52356.03,52273.31,53564.08,56021.27,56024.76,52291.79,55898.8,53561.04,60676.06,56815.87,53574.12,56437.28,56405.4,60262.21,61554.57,72976.78,54508.17,58398.02,54965.78,56866.59,55483.3,62315.55,61533.8,60268.87,60357.05,61957.12,59860.21,56255.58,57199.46,57878.11,61294.26,58538.71,62770.47,59764.81,63212.42,59041.91,62084.91,61029.66,60451.26,63464.67,62535.67,61053.52,62530.78,62976.13,58201.61,57299.45,58155.92,62664.95,55758.16,56043,58219.65,60093.88,59936.16,59095.81,58275.75,57424,62955.51,63083.63,60502.97,63992.36,60313.84968,64903.64179,73120.30141,87001.95316,74554.8125,85696.67921,92454.55819,118272.5997,72506.70414,63591.58182,51988.95947,55179.66976,46209.40704
,2,9,29XXRP,24162.08,21365.98,25458.81,24049.15,29094,31571.2,44918.36,30131.27,36776.79,38630.15,38461.17,35528.03,34879.38,34875.47,31709.88,34446.59,42793.13,48752.71,39375.43,40014.78,42676.49,36611.78,35631.89,30712.06,29712.33,26695.96,29052.46,25627.08,34715.57,37779.83,61719.22,45678.25,31843.64,30205.99,36075.43,35123.12,30484.25,31882.23,29275.72,42709.43,31133.41,31057.54,59187.28,36011.23,35788.05,41466.44,72676.62,25342.45,18276.17,16624.7,17682.64,16579.6,23075.18,21782.15,28025.24,29900.47,33581.01,33801.44,47928.57,38087.99,35599.92,35742.51,33862.27,31707.46,31949.73,31728.17,29411.1,27780.03,40015.66,39948.23,39730.27,41473.39,33724.28,37627.65,36193.49,26658,26592.28,26098.5,25306.12,21774.45,25903.76,29957.41,55493.65,41923.23,31039.65,31142.23,38826.78,33227.59,30544.39,29311.69,26141.26,36669.26,30855.18,30078.27,54610.62,28887.97,34065.44,40147.55,66512.61,34616.08,20241.19,21620.99,20453.81,21078.2,24443.97,26580.46,23514.79,28121.12,35526.79,35665.88,45122.05,37671.6,45710.68,51204.54,44484.71,35971.85,39796.72,34498.57,31940.67,38244.39,42097.06,41354.92,36121.95,35735,38207.85,32875.26,38294.7,26661.17,30276.28,26517.89,29268.64,27676.98,32432.82,37352.01,60120,42192.57,34082.12,36253.12,34771.23,34945.8,32922.31,36812.56,34790,37306.638,40465.8149,46433.14798,55413.60975,48236.49376,55066.57003,59383.06588,74793.17346,44793.36358,38332.38609,30749.13302,32231.48918,28427.5292
,2,10,210XXRP,39602.47,37984.44,38889.43,41137.74,39883.5,39602.57,43471.99,32393.51,43902.87,43340.53,43576.77,35264.17,38587.53,38111.65,34346.25,41826.48,44795.06,41412.93,43171.67,45284.49,48926.81,46035.1,38186.56,38342.25,43363.43,40738.99,42421.79,40112.92,40518.55,38751.23,42172.3,41516.79,38871.31,35952.05,37086.82,37285.32,36231.02,36689.71,33774.52,38289.5,35013.43,34726.3,40026.97,30806.12,36466.22,38389.15,43046.73,32179.98,30702.36,37583.33,29608.56,35507.97,34606.41,43617.99,41577.06,40176.28,48151.96,39375.84,41432.97,40556.64,39841.11,38211.58,38520.32,35052.93,33895.53,35943.99,36568.65,34022.58,35905.85,40891.25,45551.04,43647.92,41028.02,44560.22,41399.43,39398.04,40469.06,36607.29,43471.34,37187.7,35886.13,40100.96,40438.65,41532.99,34411.98,38505.51,34904.05,39906.42,37500.42,35300.77,30883.52,36939.95,37635.99,35556.45,41665.58,39676.61,40384.43,34525.95,46614.89,35351.73,32722.18,30214.07,31155.44,29219.57,39020.89,40209.17,41403.29,38434.79,45681.61,41357.48,40452.9,40029.14,45021.86,46407.07,35947.67,39143.02,37283.81,40760.8,37332,39042.87,39541.31,40129.69,39777.67,37707.93,40477.12,45351.98,44800.52,38850.27,39567.8,38330.34,44013.33,36993.37,35939.84,38347.44,37932.82,38206.66,39335.53,34731.68,37104.67,36361.28,35332.34,35721.09,34260.76,34632.67105,36141.91458,39744.56771,46731.24771,39587.70475,44577.58616,47290.11061,59195.7111,35954.02417,30968.3316,24771.56617,25851.76257,21222.44985
,2,11,211XXRP,24800.3,18323.66,19504.74,19397.41,21422.84,20672.91,18002.46,17716.31,21841.98,19173.28,19537.78,19303.76,19744.67,25793.95,21622.2,26348.34,28225.04,36172.11,35478.75,29824.99,32644.13,25225.23,21782.47,26337.79,27345.43,24241.74,38708.3,29838.67,26546.9,20351.03,19706.72,20700.25,19389.59,16869.33,19715.97,19673.95,16705.72,16661.09,17837.79,27897.88,23387.77,25460.69,36577,29507.27,32312.31,31671.65,37983.95,21677.27,24475.41,30770.48,24171.27,20028.83,24692.06,19333.28,17715.89,17050.25,17301.63,18216.84,20137.68,22996.57,18475.71,21166.11,23264.34,17500.03,17958.82,17998.02,21386.81,16405.28,20807.73,36370.75,37438.97,35848.37,29889.05,33080.01,32248.34,31109.86,30142.06,25304.92,35124.67,20738.84,18602.71,18132.95,19089.87,17711.06,15384.53,15562.85,15491.04,18247.4,15550.16,19013.86,18158.84,25748.38,19154.44,19946.27,26977.29,32380.26,37622.16,27445.32,33074.28,22700.47,22074.3,20660.6,19829.15,23482.78,19342.08,21944.35,24490.64,20226.11,18766.28,18203.78,22737.58,19196.79,19728.57,20779.01,18762.92,20007.3,19100.83,25179.53,25065.28,19161.59,24026.31,25067.26,26233.68,26842.85,23936.9,39879.14,30681.78,26051.86,23285.82,25901.75,34090.06,24323.07,19550.71,18304.48,19048.29,22637.2,16955.5,16835.55,16867.42,19152.2,20823.63,18513.04,21167.76,15886.21832,15870.09046,16083.7819,19368.62651,16034.16163,17454.12382,17449.39808,21094.1191,13284.8596,11396.6403,8793.366933,8634.713825,6667.279956
,2,12,212XXRP,6906.2,6507.63,6786.66,7281.54,8806.59,8567.82,8993.18,6711.89,9186.5,8425.24,8483.84,8500.73,8985.11,9081.36,7459.53,10116.84,8464.82,9304.88,8605.15,9701.7,9133.46,8646.9,7785.75,10103.58,8872.63,10480.81,9352.51,9219.2,7647.09,8522.05,7936.47,8909.92,8489.21,7606.59,8915.64,9030.65,9653.69,8225.85,8194.23,7196.52,7699.76,6997.33,7679.34,6701.76,5942.18,6009.7,5575.02,5186.44,5186.85,4709.72,5193.9,5836.66,5331.97,5728.32,7820.87,7248.51,8053.77,8101.81,8881.27,8604.4,7135.51,8407.98,8709.89,8169.18,7471.73,7242.41,7251.97,7776.84,8009.39,8596.4,8343.21,7603.38,7790.61,8510.24,8192.55,7626.87,7194.29,7378.24,7032.96,6657.31,6794.05,6951.42,7492.48,7083.13,7151.62,6519.56,6948.97,8473.08,7016,8550.54,7076.68,7027.09,6240.13,6791.9,6757.66,7490.07,5987.98,6106.27,6163.95,5327.95,6425.5,5673.72,6329.54,6952.79,5841.18,6541.44,7024.05,7739.02,8144.35,7620.7,9050.3,7395.2,8558.41,8842.92,8418.04,7502.41,9289.76,8450.56,8142.71,9432.88,8279.28,8738.43,8236.71,8686.06,8138.75,8932.05,8186.17,8725.05,8018.15,8692.91,7916.28,7973.64,7657.49,9590.91,7257.77,7695.58,7606.98,7626.51,8029.62,7107.15,7161.14,8206.99,8060.19,7499.658579,7981.114828,8838.646115,10416.0825,8739.482701,9981.218502,10627.05911,13544.59272,8132.642607,7063.097206,5695.428369,6133.620816,5049.693161
,2,13,213XXRP,53319.96,47186.1,51947.05,50308,52696.93,48536.59,48346.27,43150.33,49482.41,47217.48,48778.34,47625.97,46926.99,47983.65,44535.87,49845.16,49982.04,51485.83,51481.89,49484.8,48398.48,52460.87,47722.62,49672.88,46883.57,46255.77,51948.67,45660.53,46653.59,48739.12,52807.63,49352.6,50605.99,47396.93,51662.65,49015.78,46042.26,45900.44,45828.94,50724.17,47466.21,48465.38,49693.62,44822.6,44300.27,42513.81,47569.45,43646.92,47995.82,43357.53,50290.38,45608.19,44132.34,49051.22,48013.57,47681.17,50789.38,44920.74,45372.02,42548.15,43089.07,44846.88,42638.48,40836.61,41067.65,43964.49,41956.9,41448.03,42768.57,45225.61,44499.26,42953.97,43116.26,42815.86,43078.3,42400.51,42761.27,42661.18,45093.55,42715.26,43889.81,45810.67,48399.6,45300.83,43458.52,42643.4,42217.5,46943.82,43462.12,42628.03,43146.42,46195.06,43893.56,41830.69,45221.05,41985.3,41300.96,39745.11,45358.28,38064.22,46230.05,44436.58,42850.02,42017.51,46869.35,46221.28,46172.03,45058.78,48866.39,44727.74,45955.7,43704.89,45316.37,47723.86,43826.64,46514.01,43820.31,48375.31,44945.28,45528.42,47129.89,46920.79,48406.46,46617.55,46317.67,47493.59,49805.45,44715.09,46537.71,44651.67,47817.73,45416.76,45854.8,46305.29,47502.6,46471.17,45803.72,45159.15,44953.35,50442.51,44493.28,45272.78,47892.06,46223.43126,49422.49264,55343.66698,65383.06625,55835.48966,63730.32794,68630.6501,87171.76186,52993.93547,46345.9966,37842.27828,40059.06708,33472.34981
,2,14,214XXRP,26425.58,22993.48,25802.77,23585.55,24936.9,19373.8,20236.78,18939.91,19648.41,18929.69,15584.61,16881.86,16125.19,20054.97,19351.92,18529.31,18552.58,19716.99,20276.94,18450.15,16534.18,20027.37,17849.39,18449.13,16611.98,17320.14,20406.24,17538.24,20366.05,19669.65,20221.83,20507.83,18320.26,16957.73,18869.84,18464.96,18012.26,16546.89,17557,19859.89,18895.4,29749.98,56144.11,26246.33,33966.75,46254.94,76486.63,23161.13,16916.65,16438.95,19331.36,20790.92,20956.14,24718.91,25035.76,18468.61,20675.84,20061.64,17797.7,15337.73,19893.39,17809.41,15774,16252.3,16214.02,20475.27,19521.67,17834.92,18223.68,18548.61,17394.06,17730.08,17780.68,18266.58,19241.44,16125.94,17949.03,15194.01,19150.57,16991.05,16320.3,16250.06,16404.21,17840.64,15101.08,16580.34,15396.74,16962.2,17825.09,18247.67,18521.6,19940.83,22006.37,25460.97,63334,26538.9,33026.41,40104.81,67053.47,30419.21,20087.89,19330.06,18993.71,19828.28,24060.84,26428.15,26357.43,21245.98,23406.63,21101.45,21421.17,17022.52,16866.61,19585.46,22766.23,19582.61,18573.31,20525.75,22581.53,24262.67,20048.95,22565.57,22170.57,21919.88,19647.21,20047.01,23682.42,17747.66,15821.3,18600.51,16229.35,17308.87,17888.07,17374.02,17516.64,19536.7,15959.23,18745.59,14039.31,19510.9,18380.89,19174.57,18348.17,17020.47984,18361.60471,20570.95679,24364.43981,21300.24277,24460.11518,26099.74285,33483.65561,20154.11753,17611.5865,14405.61681,15219.61821,12658.33508
